Date,Description,Category,Amount,Split,Tags
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/19/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/19/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/19/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/19/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/19/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/19/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/23/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/23/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/24/24,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
4/26/24,MOBILE CHECK DEPOSIT,Other,169.53,,
4/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/26/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/26/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,PURCHASE ONLYFANS,Other,-10.13,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/30/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/30/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/30/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/30/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/30/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/30/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/30/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/30/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/30/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/30/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/30/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/30/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/1/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1725.25,,
5/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/2/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/2/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/2/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/2/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/2/24,Wealthfront EDI PYMNTS,Other,-1785.57,,
5/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/3/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *TWITCHINTER,Cable & Internet,-5.26,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,HUNTINGTON ATM CASH WITHDRAWAL,Other,-500.0,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/6/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/9/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/9/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/9/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/9/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/10/24,PURCHASE PAYPAL *TWITCHINTER,Cable & Internet,-5.26,,
5/10/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/10/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/10/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,HUNTINGTON ATM CASH WITHDRAWAL,Other,-100.0,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,PAYPAL INST XFER,Other,-5.26,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/14/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/14/24,PURCHASE ONLYFANS.COM*A,Other,-3.32,,
5/14/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/14/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/14/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/15/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/15/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/15/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/15/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1537.36,,
5/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/15/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/15/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/15/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/16/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/16/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/16/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/16/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/16/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/16/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/16/24,INTERNATIONAL TRANSACTION FEE,Other,-0.15,,
5/16/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/16/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/16/24,PURCHASE PAYPAL *MY.COM,Other,-5.0,,
5/16/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/16/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/16/24,PURCHASE PAYPAL *MY.COM,Other,-1.1,,
5/16/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
5/16/24,Wealthfront EDI PYMNTS,Other,-816.63,,
5/16/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/16/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
5/17/24,PLANET FIT CLUB FEES,Fitness,-25.32,,
5/20/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/20/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/20/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/21/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/21/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/21/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/21/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/21/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/21/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/22/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/22/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/22/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/24/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/24/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/24/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/24/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/24/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/24/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/29/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1664.79,,
5/30/24,Wealthfront EDI PYMNTS,Other,-1583.25,,
5/30/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/30/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/30/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/30/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
5/30/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
5/30/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
6/3/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
6/3/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
6/3/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
6/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
6/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
6/3/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
6/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
6/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
6/3/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
6/3/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
6/3/24,PURCHASE PAYPAL *MY.COM,Other,-26.61,,
6/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
6/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
6/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
6/3/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
6/3/24,PURCHASE PAYPAL *MY.COM,Other,-2.22,,
6/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.8,,
6/3/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
6/7/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
6/7/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
6/10/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
6/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
6/10/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
6/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
6/10/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
6/10/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
6/11/24,PAYPAL INST XFER,Other,-5.26,,
6/12/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1877.82,,
6/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
6/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
6/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
6/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
6/13/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
6/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
6/14/24,Wealthfront EDI PYMNTS,Other,-1812.41,,
6/17/24,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
6/26/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1599.83,,
6/27/24,Wealthfront EDI PYMNTS,Other,-1574.33,,
7/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/1/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/1/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/8/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/8/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/8/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,PURCHASE PAYPAL *MY.COM,Other,-2.0,,
7/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/8/24,INTERNATIONAL TRANSACTION FEE,Other,-0.06,,
7/10/24,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
7/10/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1531.91,,
7/11/24,Wealthfront EDI PYMNTS,Other,-1484.25,,
7/11/24,PAYPAL INST XFER,Other,-5.26,,
7/15/24,HUNTINGTON ATM CASH WITHDRAWAL,Other,-150.0,,
7/17/24,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
7/24/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1540.17,,
7/25/24,Wealthfront EDI PYMNTS,Other,-1359.59,,
7/29/24,PURCHASE WOODMANS FOOD,Groceries,-16.99,,
8/5/24,PURCHASE PAYPAL *CDKEYS COM,Hobbies,-8.79,,
8/7/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1540.09,,
8/8/24,RICON ROSE DIGMA IAT PAYPAL,Other,-23.66,,
8/8/24,Wealthfront EDI PYMNTS,Other,-1514.31,,
8/9/24,INTERNATIONAL TRANSACTION FEE,Other,-0.9,,
8/9/24,PURCHASE PAYPAL *CDKEYS COM,Hobbies,-0.89,,
8/9/24,PURCHASE PAYPAL *MY.COM,Other,-30.0,,
8/12/24,PAYPAL INST XFER,Other,-5.26,,
8/19/24,PLANET FITNESS K IClub Fees,Fitness,-25.32,,
8/19/24,PURCHASE IL TOLLWAY-AUTOREPLENI,Public Transportation,-25.0,,
8/21/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1532.44,,
8/22/24,Wealthfront EDI PYMNTS,Other,-1421.41,,
