Date,Description,Category,Amount,Split,Tags
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/11/24,PAYPAL INST XFER,Other,-5.26,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/11/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/12/24,PURCHASE PAYPAL *MY.COM,Other,-2.25,,
3/12/24,INTERNATIONAL TRANSACTION FEE,Other,-0.07,,
3/13/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/13/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/13/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/13/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/13/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/13/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/13/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/13/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/13/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PLANET FIT CLUB FEES,Fitness,-25.32,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/18/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/20/24,PURCHASE PAYPAL *MY.COM,Other,-5.44,,
3/20/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/20/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/20/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/20/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.16,,
3/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/20/24,BRIGHTSTAR FRANC DIRECT DEP,Other,1537.1,,
3/20/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/20/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/21/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/21/24,Wealthfront EDI PYMNTS,Other,-1363.98,,
3/21/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/21/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/21/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/21/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/21/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/21/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/21/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/21/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/21/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/21/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/21/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.12,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/22/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/25/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/27/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/27/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,IRS TREAS 310 TAX REF,Retirement,72.0,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/28/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,WITHDRAWAL,Other,-136.0,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,WI DEPT REVENUE WISTTAXRFD,Other,409.0,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
3/29/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,INTERNATIONAL TRANSACTION FEE,Other,-0.03,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
4/1/24,PURCHASE PAYPAL *MY.COM,Other,-1.11,,
